id,slug,name,datereleased,yearreleased,background_image,rating,metacritic,playtime,platforms,genres,description
11276,call-of-duty-modern-warfare-3,Call of Duty: Modern Warfare 3,2011-11-08,2011,https://media.rawg.io/media/games/e9c/e9c042d14515eb3ff7cb4db9fe78e435.jpg,3.77,85.0,8,"PC, PlayStation, Xbox, iOS, Apple Macintosh, Nintendo","Action, Shooter","The eighth Call of Duty game overall is the sequel to Modern Warfare 2 and is set in an alternate reality of the modern era. In the campaign mode, the game continues the Modern Warfare storyline about an American spec ops squad Task Force 141 fighting Russian nationalists. The player will control different characters on various military missions across the world. The protagonists from the previous part, Soap MacTavish and John Price, appear in certain missions but are sidelined by several new playable characters, most prominently, the Russian former Spetsnaz operative Yuri. Terrorist leader Vladimir Makarov, the villain of Modern Warfare 2, returns as well, and is trying to provoke the start of World War III. The player’s missions this time will be centered around protecting the West against Makarov’s attacks. The game introduces a new Survival mode, in which the player repeals wave after wave of eternally respawning opponents. This mode allows for multiplayer co-op for two players. The traditional multiplayer mode was revised as well, adding a new reward mechanic, Pointstreaks, in which the player can choose between three sets of rules, called “strike packages”, to count his or her points."
11279,day-of-defeat-source,Day of Defeat: Source,2005-09-26,2005,https://media.rawg.io/media/games/bff/bff7d82316cddea9541261a045ba008a.jpg,3.2,80.0,3,"PC, Apple Macintosh, Linux",Action,"Day Of Defeat: Source is a multiplayer class-based FPS developed by Valve. The game is a remake of Day Of Defeat which was released on GoldSrc engine. Set in 1944, the game focuses on the European war theatre and two teams: U.S. Army and Vermacht. Each team has 6 player classes: Rifleman, Assault, Support, Machinegunner, and Rocket. DoD: Source features two game modes: territorial control and detonation. In territorial control, players fight over several strategic points on the map. In detonation, however, the objective is to detonate two bombs on every checkpoint of the opposing team. The game features 8 official maps, but there are a lot of custom maps designed by the community members. Day Of Defeat: Source served as a testing ground for Valve as it was the first Source-based game that featured in-engine High Dynamic Range. Several post-processing effects were added by Valve after the release of the game in order to make it look more like a 1940s era movie. The effects include film grain, color correction and depth of field."
11312,the-long-dark,The Long Dark,2014-09-22,2014,https://media.rawg.io/media/games/fd2/fd20a68d7ef195855588c937865dd0a7.jpg,3.91,76.0,5,"PC, PlayStation, Xbox, Apple Macintosh, Linux, Nintendo","Action, Adventure, Simulation, Indie","The Long Dark is a game about surviving in the unforgiving conditions of frozen North Canadian taiga. The Arctic wilderness may be breathtakingly beautiful, thanks to the game’s artful visual style, but it is also deadly. Low temperatures, hungry animals like wolves and bears, and starvation can easily kill your character. To stay alive, he will need to learn how to light a campfire, find shelter, care about his wounds, hunt for food and protect himself in an unfriendly environment. Many necessary items in the game, including some of the weapons, need to be crafted out of the junk that you can find in the woods and in abandoned buildings. In the story mode, called Wintermute, you control a pilot, Will Mackenzie, who was hired by his ex-wife Astrid to deliver a mysterious cargo. Eventually, his plane crashed in the woods. Will is injured, and Astrid is missing, presumably lost somewhere in the wilderness. Your goal is to survive and to rescue your companion. Wintermute follows a linear plot and only allows you to explore a limited area. However, it is recommended to start with, since it serves as a sort of tutorial to the open-world sandbox mode. This is the most popular mode, in which you are not confined to the plot and can discover new areas."
11313,grav,GRAV,2015-01-08,2015,https://media.rawg.io/media/screenshots/74c/74cee7e8901db389e699454964207719.jpg,2.4,,2,PC,"Action, Adventure, RPG, Indie","GRAV is an indie action sandbox exploration title developed by BitMonster, Inc. Gameplay The game does not feature any plot whatsoever. The players start the game by creating their own character, after which they are put onto a procedurally generated planet. The in-game worlds are highly dependent on environmental events. The game does not have any objectives, as the developers focused on creating a true sandbox experience. The players are given the opportunities to do whatever they like. Using these opportunities, the players can create their own stories and even characters to role play. The game features a sophisticated crafting system. Anything the player finds or kills can be used as a crafting material. There is no need to know the recipe, as they are suggested to the players by the game itself. Anything can be crafted, from armor and weapons to vehicles and buildings. GRAV features an advanced building system, which allows the players to use a basic base they are spawned next to as a starting point to expand on and build massive cities. The players can come into the game's dungeons, which are also procedurally generated, where they can find new crafting materials, weapons, or even vehicles. Multiplayer The game supports up to 64 players per server. The players can create alliances between themselves or engage in an all-out war. The game is highly moddable, and a number of community created mods are up and running on several game servers."
11350,the-whispered-world-special-edition,The Whispered World Special Edition,2014-05-06,2014,https://media.rawg.io/media/games/955/9554bcd979fc7cc52452c332547073db.jpg,3.49,70.0,4,"PC, iOS, Apple Macintosh, Linux","Adventure, RPG, Indie, Puzzle","The Whispered World Special Edition is a quest game developed by Daedalic Entertainment. You play as Sadwick the clown who lives in a fictional kingdom. He suffers from terrible nightmares in which a mysterious blue sphere prophecies that Sadwick will be the reason for the world's annihilation. The situation worsens as Sadwick is a whiny coward. With the help of a caterpillar named Spot, Sadwick passes various challenges that are typical for a fairytale humorous adventure. At some point, he restores the model of the solar system that is mystically linked to the prophecy. That's when the blue sphere appears before Sadwick. The clown has to confront it no matter the cost. The Whispered World is a point-and-click game. There is an inventory system present in the game. The players have to use certain items in order to progress in the game. The Special Edition features the exclusive commentary from the developers of the game, the original orchestral soundtrack, and new in-game achievements."
11364,ape-out,Ape Out,2019-02-28,2019,https://media.rawg.io/media/games/b0a/b0a72481e578a70abb8940827ccf1d2d.jpg,3.99,84.0,2,"PC, Nintendo","Action, Indie","Ape Out is a wildly intense and colorfully stylized smash ‘em up about primal escape, rhythmic violence, and frenetic jazz. Build up nearly unstoppable momentum and use your captors as both weapons and shields to crush everyone on your procedurally generated path to freedom. Stylish Escape: Embrace bold colors and a dazzling perspective as you rush through tight corridors, open areas, and twisting labyrinths on a mad dash for freedom. Overcome all manner of human opposition, nefarious traps, and breakable obstacles to find each exit and escape captivity. Grab and Smash: Unleash your primal instincts and incredible strength to overpower your captors. Hold them steady to create a human shield, smash their feeble bodies into walls, or throw one into another in a violent explosion of humanity. Dynamic Soundtrack: Find your rhythm in the chaos as a dynamic soundtrack of drums, cymbals, and decapitations drive the action to the edge of mayhem."
11383,atom-rpg,Atom RPG,2018-12-19,2018,https://media.rawg.io/media/games/279/279929185f57fb8c64dc9e3e412ed344.jpg,3.9,,4,"PC, Xbox, iOS, Apple Macintosh, Linux, Nintendo","Adventure, RPG","ATOM RPG is a post-apocalyptic indie game, inspired by classic CRPGs: Fallout, Wasteland, System Shock, Deus Ex, Baldur's Gate and many others. In 1986 both the Soviet Union and the Western Bloc were destroyed in mutual nuclear bombings. You are one of the survivors of the nuclear Holocaust. Your mission - to explore the wild and wondrous world of the Soviet Wasteland. To earn your place under the sun. And to investigate a shadowy conspiracy, aimed at destroying all that is left of life on Earth. ATOM is: • A powerful character creation tool, aimed at making the wasteland hero you want to portray! • A balanced roleplaying system inspired by GURPS. Each stat combination provides a unique gaming experience, unique dialogues, and new ways to solve some of the quests! • Dozens of skills, from lockpicking to gambling! • Many hours of gameplay on all sorts of locations. Meet the other survivors in a brave new settlement, built from the dust of the old world. Venture into the wilds, where mutated creatures and savage bandits lurk. Work out the secrets of an old military bunker. Or simply lose yourself, fishing at a scenic pond... • Turn-based combat, inspired by Fallout 1 and 2. • Random encounters with the dwellers of the Soviet Wasteland - both friendly and dangerous. Sometimes all at the same time... • Many deep, multiple-choice dialogues that feel like real conversations with the unique NPCs of the game. • Nonlinear gameplay! Dozens of quests, each with many alternative solutions. Play the game like You want to!"
11385,refunct,Refunct,2015-10-16,2015,https://media.rawg.io/media/games/3d9/3d95811100f46f68d74ff10329dfdf49.jpg,3.62,,2,"PC, PlayStation, Xbox, Apple Macintosh, Linux, Nintendo","Adventure, Casual, Indie","A short experience about restoring a world featuring: Platforming: Wall-jumps, slides, pipes, lifts, springboards Beautiful: Emotional soundtrack and vibrant visuals Peaceful: Non-violent, open world without death Playful: Learn to play without tutorials Relaxing: Play at your own pace without pressure Dynamic: Changing world and music-synced day/night cycle Seamless: Half an hour of uninterrupted quality playtime For everyone: Enjoyable by a wide variety of player skill"
11403,panzar,Panzar,2013-11-25,2013,https://media.rawg.io/media/screenshots/925/925ff3b4b5b7633e1e2b24b1dc160d53.jpg,2.48,,2,PC,"Action, RPG, Massively Multiplayer","PANZAR is a fantasy multiplayer third-person shooter. You get to choose from eight unique character classes, team-based PvP battles, exciting PvE adventures and regular tournaments with real prizes. Advanced RPG elements, the non-target combat system and the most modern graphics by CryEngine 3 will make your combat experience unforgettable!Key FeaturesDynamic Team-Based PvP and PvE PANZAR is built on high intensity team-based battles. Players fight in 8 vs 8 PvP fights and extensive breathtaking PvE raids where no one can secure victory alone. The secret to success in battle is how well you coordinate with your other teammates. It’s ideal entertainment for groups and clans. PANZAR’s developed clan system gives you the chance to participate in spectacular mass tournaments for glory and prizes.One Spectacular Fantasy WorldIncredibly Detailed Fantasy WorldPANZAR comes to life through the raw power of CryENGINE, the ultimate game development platform delivering incredibly detailed graphics and fluid gameplay. Players face off in rich and detailed environments such as mountain waterfalls, jungle villages, ancient castles and temple ruins. PANZAR is flexible, serving a wide range of graphics capability modes, so computers of many generations can get into battle. Tactical Gameplay ModesPANZAR has a wide range of locations, equipment and skills creating an almost never-ending variety of tactical options and battle strategies. There are eight different character classes, each with their own unique skill set, game dynamics and overall role within the team. With several different gameplay modes – Domination, Siege, Rugby and King of the Hill - it’s a game you’ll want to play again and again. Unique Heroes Players can create their own formidable characters and develop and equip them as they like. You can buy, sell, craft and upgrade weapons, armor and magical potions at any time between battles. Not to mention the nearly limitless freedom of self-expression arising from all the hairstyles, battle cries and armor paint choices. Unleash your imagination! Advanced Social System Players can communicate with other players right in-game using voice, team and general battle chat options. Finding new friends, grouping or reconnecting with old ones is simple! There are even gold bonuses on offer for each new friend recruited. Join teams, claim victory and crystals in tournaments, even create your own clan and choose the comrades you will fight shoulder to shoulder with. In PANZAR, there is only one goal…Victory!"
11407,banished,Banished,2014-02-17,2014,https://media.rawg.io/media/screenshots/0bf/0bfa18254ae627cab7f0159a24d178cd.jpg,3.88,73.0,5,PC,"Strategy, Simulation, Indie","You control a group of exiled travelers. They have only clothes and a cart with food. They are driven to the bare land and now they are fighting for survival. There is no money in their society, but they can exchange with the inhabitants of other cities that sometimes appear. Such trade is one of the key ways to obtain many critical resources. These people from the very beginning of the game know all the necessary technologies, but they can use technologies only after they have accumulated the necessary amount of resources. The basis of the game is the management of society in the conditions of limited all available resources. The main resource are residents. They need not only food - they also need happiness. Without this, people will live less and die more often, the city will cease to grow. Residents are engaged in 18 crafts, from farmers to healers, in the bowels there are ore and stone, on the ground forests grow. For winter, warm clothes and fuel are needed. Cutting woods for firewood can not be reckless. Old forests give way to the herds of deer, which feed the townspeople, as well as some medicinal plants. Unreasonable exhaustion of any resource leads to death. There is no universal strategy in the game - each time the amount of resources on the map is different."
11425,spore,SPORE,2008-09-04,2008,https://media.rawg.io/media/games/cae/caeb9d0cb154124b132d51861735431e.jpg,4.15,84.0,4,PC,"Simulation, Family","Spore is a god simulator developed by Maxis. The game features several genres such as RPG and RTS. The players create a new species. It is possible to create a completely new species using an in-game editor. It is up to the player to control the evolution process. The game is divided into several stages. After each stage, the player's gameplay is evaluated and a special bonus that is going to evolve the next stages is given based on their actions. The creature you made is evolving through every stage and changes its' physique. At the beginning of the game, you choose one of six planets to settle your creatures on. The first stage of the game is called Cell. The player controls a microorganism that lives in the water. In order to survive, the microorganism has to consume pieces of meat or seaweed and avoid being eaten by other water inhabitants. During evolution, your cell develops a brain and migrates to the shore. The in-game editor opens where you can add legs for your creature. The players meet other species that can be cooperated with or eaten. After that, three stages are available for the player: tribe, civilization, and space. The latter is endless."
11428,streamline,Streamline,2015-08-21,2015,https://media.rawg.io/media/screenshots/928/928515db0188ec1703eee284d19a4cc0.jpg,1.74,,4,PC,"Action, Strategy, Casual, Indie","Streamline is an experimental game that combines platforming and survival elements. You run on a platform that falls apart and you need to stay alive as long as you can. The world around consists of cubes; you have a physics-based ability to return them to their place before everything is destroyed. The game is split into two modes. The Survival is classic: stay on the platform using your powers. The Dash mode adds to the concept a necessity to collect orbs on the same collapsing platform. All changes on the levels are random: there are no identical playthroughs. Every time you play Streamline, you face new challenges and ways to reach the goal."
11434,viscera-cleanup-detail-santas-rampage,Viscera Cleanup Detail: Santa's Rampage,2013-12-13,2013,https://media.rawg.io/media/screenshots/3c6/3c6d71166b38e29f78b01b97828e2682.jpg,3.41,,2,PC,"Simulation, Indie","This science-fiction game begins where most of the science fiction games end. Earthlings survived the invasion of hostile aliens - and were able to repel him. The battles were not even on the planet Earth itself, but at the space station. And at this station there were many traces of carnage. From blood to parts of aliens, from holes in the walls from bullets and shells to broken glass. And now all this must be cleaned, collected, and the garbage must be thrown away. A game about space janitors, and an extraordinary task for them. Gameplay In the course of the game, it is necessary to solve the tasks related to cleaning up of the huge space station, which survived the battle between the inhabitants of the Earth and the alien invaders, from the dirt and debris. It is necessary to remove the most diverse and exotic garbage: remains of bodies of aliens and earthlings, shot casings and broken glass, medicines for the wounded, weapons and who knows what else. It is necessary to wash the floors and walls of blood and soot, to seal holes from bullets in walls, ceilings and floors. As tools, players have a mop to wash out stains, a special device for detecting biological remains, and a PDA. You can interact with garbage and simply with the help of hands. At each level there are devices for cleaning and recycling garbage: an incineration plant, a source of clean water, a container in which smaller debris is placed, such as cans, liners and body parts, a welding device for repairing holes in walls, and a vending machine where the player can get lights, medicines, a ""wet floor"" sign, other signs and lamps. Sometimes these devices work incorrectly and produce even more pollution. The player can figure out how to use improvised tools to speed up and simplify cleaning. On the other hand, the player should think about how his actions will affect the situation and will not lead to even more pollution and the need to clean the same place several times. After passing each level, the player enters the so-called ""The Office"". This is the place where the work done at this level is summed up. The player sees what he missed to draw conclusions for the future. In this place you can also get things as a reward for the work done. The cleaning takes up any amount of time, but there are penalties for poorly executed work. If less than 75% of the territory is taken away, the player can be fired and he will lose all the accumulated achievements. Additions. There are several additions to the game. The gameplay in these additions is the same as in the main game, but setting is different. Viscera Cleanup Detail: Shadow Warrior is set in the first chapter of the Flying Wild Hog's Shadow Warrior, cleaning up the mess. Viscera Cleanup Detail: Santa's Rampage - the action takes place on the North Pole, and you have to clean up behind the crazy Santa Claus, in his workshop. A Halloween DLC pack entitled Viscera Cleanup Detail: House of Horror, featuring a crime scene of a house, where an unsolved mass murder has happened, while the player gets to uncover it during the gameplay."
11435,viscera-cleanup-detail-shadow-warrior,Viscera Cleanup Detail: Shadow Warrior,2013-09-26,2013,https://media.rawg.io/media/screenshots/f2f/f2f3c93d6153da7aee590f3ab8ccd803.jpg,2.59,,2,"PC, Apple Macintosh","Action, Simulation, Indie","Viscera Cleanup Detail is about cleaning. After a brutal fight with endless waves of enemies, you must really live a bloody mess after yourselves. That's where Space-Station Janitors come in to play with their mops, buckets of water and biohazard bins to clean the area for the next bloody fight. Your goal as a janitor to search the whole area and clean any kind of a trace of a brutal fight. Body parts, med-kits, bloodbaths and others signs of a harsh battle with forces of evil. For bullets casings or flares you can use a broom to gather thing and then throw everything into the incinerator and burn all the evidence. In this specific DLC, Shadow Warrior, janitors arrive on a very first mission of Shadow Warrior 2013. Lo Wang fought through demons and his opponents, slicing his katana in their bodies and tearing them apart. And now it is your job to take your mop, a bucket of water and funky music to clean the mess up."
11460,astroneer,Astroneer,2019-02-06,2019,https://media.rawg.io/media/games/02f/02f775a806c6cd64c28d5aeca928dc76.jpg,3.78,73.0,9,"PC, PlayStation, Xbox, Nintendo","Adventure, Indie","Explore and reshape distant worlds! Astroneer is set during a 25th century gold rush where players must explore the frontiers of outer space, risking their lives in harsh environments for the chance of striking it rich. On this adventure, a player’s most useful tool is their ability to shape their world, altering the terrain and extracting valuable resources from planets, and moons. Resources can be traded or crafted into new tools, vehicles, and modules to create everything from massive industrial bases to mobile rover bases."
11471,elex,ELEX,2017-10-17,2017,https://media.rawg.io/media/games/dac/dacd97ee0e467e6e97142692f0a2103d.jpg,3.51,59.0,4,"PC, PlayStation, Xbox","Action, Adventure, RPG","ELEX is a handcrafted action role-playing experience from the award-winning creators of the Gothic series, set in a brand new post-apocalyptic Science Fantasy universe that puts players into a huge seamless game world full of original characters, mutated creatures, deep moral choices and powerful action. In ELEX, you join the war over a powerful resource that gives people great magic-like powers, but turns them into indifferent cold creatures. You decide if emotions and humaneness or cold synthetic logic will rule the world of Magalan. Features: Completely seamless Open World experience without borders and loading zones for the ultimate exploration experience Vertical Exploration: Use the jetpack to reach any place in the game world Simulated game world where everything reacts to the players actions and provides for an authentic atmosphere Highly interconnected quest system that support true player choices Tactical and challenging combat system for close and ranged combat Universe set in a post apocalyptic science fantasy universe that combines the most interesting aspects of all genres"
11473,h1z1-just-survive,H1Z1: Just Survive,2015-01-15,2015,https://media.rawg.io/media/screenshots/ff2/ff244a89bde8395c8d3664df8dbbd332.jpg,2.43,,12,PC,"Action, Adventure, Massively Multiplayer","Just Survive is a post-apocalyptic survival game that immerses you in a world where humanity is fighting to take back control from the zombie hordes. Scavenge for supplies, craft items, and build Strongholds to protect against dangers, both living and undead, that lurk around every corner. SURVIVAL - Though the great outbreak has passed, the undead still linger in considerable numbers outside the safety of Military Bases. Stay alert and quiet to avoid attracting them, and be prepared to either run or fight for your life at a moment’s notice. CRAFT - Gathering raw materials is a key part of crafting. Axes, pickaxes, and crowbars allow you to harvest the various trees, rocks, and vehicles scattered around the world. You should collect what you can, when you’re not actively fending off threats. TAKE BACK CONTROL - The first step in re-establishing society is to solidify a foothold in the struggle against the undead, and you can help by claiming a Stronghold in Badwater Canyon. Each location has unique advantages, so it’s wise to scout before making a commitment. COORDINATE - Those that want to travel safely, access contested locations, and successfully defend their Strongholds will want to work together with other players. Note that Badwater Canyon is a desperate place, and your neighbors may find that they’re better off just taking what they need from your dead body. Do you have what it takes to Just Survive? Visit the Just Survive website https://www.justsurvive.com to learn more about this game."
11484,wolcen-lords-of-mayhem,Wolcen: Lords of Mayhem,2020-02-13,2020,https://media.rawg.io/media/games/cee/cee0477e050dbed92db8a87fec52331b.jpg,3.34,60.0,6,PC,"Action, Adventure, RPG, Indie","An Open World action-RPG in a corrupted world falling apart, beautifully rendered thanks to CryEngine technology. Wolcen: Lords of Mayhem features a dynamic, fast-paced combat system with weapon-based combos and charged attacks. Dodge, Dash, Hack, Slash and unleash devastating spells on your enemies ! The game has no class restriction and uses a Resource Opposition System that adapts to any play-style. Co-op will be added, and players will be able to combine spells to create chain reactions, in order to overcome greater challenges. There is a unique mechanic called Apocalyptic Form that allows players to shape shift into a highly customized character! You’re free to mold your character thanks to a deep and rich customization system. And thanks to our complex crafting mini-game and our housing module you will be able to make your adventure feel as YOUR adventure! You are a former officer of army of the Human Republic, forced to flee the death penalty because of the magic powers you have unwillingly developed. Being tracked down by humans and hunted by the monsters of the Wild, you are recruited by a mysterious group of Templars. And thus an epic adventure begins in which you will wander the world to fight inhuman, mutated monsters and discover the terrible secret of the extinguishing mankind. Key features: Under development and will be added to the game during the early access Dynamic combat system: fast-paced combat system with weapon-based combos and charged attacks. Dodge, Dash, Hack, Slash and unleash devastating spells on your enemies ! Open World: Discover the world and enjoy it at your own convenience Exploration and experimentation is rewarded with new powers, attributed according to your play style! Free character development - No class limitation. You have three resources: Rage and Umbra interact with each other, thanks to the Resource Opposition System, in order to balance gameplay. Rotating Passive Skills Tree: A deep and innovative way to taylor your play style ! Custom player: choose your gender and customize your player, skin color, hair, beard, eyes etc. Randomly Generated Dungeons for infinite replayability Element-based spells will react to the environment and to other active elements in the area. For example, lightning will spread in water and stun targets; Fire will spread unless water or frost gets in the way, ect. Multiplayer mode: Dungeon Challenge and Co-Op Apocalyptic Form: According to your play style, you will develop special powers for your character, changing their abilities and look. Fierce melee warriors may gain a third arm to equip with a new weapon; a fire caster will have their skin turn into lava, healing from fire. Even wings and horns might appear depending on your actions! Tons of Loot: Weapons, Armor, Potions and randomly generated magic effects for more gameplay diversity! Asymetric Armor System: We love asymmetric armor, and we want you to be able to customize your gear down to the finest details! You will be able to equip different shoulders and arm protection on the left and right side of your character, bringing a great number of personalization options! Housing: Create your own house and proudly showcase your special gear! Rotatable and customizable Camera: Have a new point of view, choose the best angle and discover hidden details. Dungeon challenge: Transform a special part of your house into a dungeon and challenge other players to survive the onslaught! Time of day cycle with dynamic weather: You must adapt to the time of day. Some quests will only be achievable a certain hours, while the night is full of dangers. The rain will make your electrical powers more efficient. Mature story full of secrets to discover exploring the world. Kythera AI system: The automatic real time navigation adaptation of Kythera adapts to any change in the physics of the world, allowing us to create exciting scenes including large portion of levels collapsing or moving and fighting on the back of giant creature, creating never seen before gameplay situations! Semi procedural Weaponry: Blades, pommel and guard details can be randomized for more unique gear in the game! Advanced Crafting mini-game*: Build your own weapons and armors thanks to a complex and challenging module in Wolcen: Lords of Mayhem"
11499,merry-snowballs,Merry Snowballs,2016-12-15,2016,https://media.rawg.io/media/screenshots/44e/44e2afb0c846b0c9e1f9d3a0fc8020b6.jpg,2.48,,1,PC,"Action, Sports, Casual","""this one certainly stands out. Merry Snowballs is a visually appealing and charming snowball fighter""- Upload VR ""for a two man team, I think they did an incredible job of creating a game for the Vive""- VR Today Magazine""Honestly for the cost of a cup of coffee I was truly surprised by the graphics/polish of this little title.""- dlpardoposton, Steam reviewer""Merry snowballs is absolutely great, it's fantastic, it's true! It has a snow gun, it's the best snow gun in the world, it is unbelievable""- LamerDeluxe(tm), Steam reviewer""Beautiful graphics, magical atmosphere, great game mechanics! You will enjoy it as much as your kids will.""- Kris.vdv, Steam reviewerMerry Snowballs to everyone!Relive your childhood snowball fights - this time with gadgets you wish you had and without freezing your hands off! Merry Snowballs takes the player to an American neighborhood in late December with a heart-warming christmas spirit and plenty of frosty projectiles in the air! The game lets you utilize room scale to duck, take cover, attack, parry and experience the potential and fun of VR.Survive through 25 challenging waves with increasing difficulty! Can you make it to the end and also beat the global Merry Snowballs highscore?BATTLE AGAINST Theo, Blondie, Big Joe and Lily, the next-door kids that share one goal – to make your life more difficult!CLAIM PICKUPS like snow guns, shields, blizzards, extra lives and use them wisely to progress as far as possible!SCORE POINTS to reach the top in the global leaderboard!Get your Christmas spirit up and join the fun!IMPORTANT NOTE: Game is primarily built for HTC Vive but is also playable on Oculus Rift with touch controllers. Because of this we cannot guarantee a glitch-free experience on Oculus. If you experience any irregularities please send us a message at support@hatrabbit.seMerry Snowballs is released under the Hatrabbit Playground label. http://www.hatrabbit.se/playground"
11508,tales-of-majeyal,Tales of Maj'Eyal,2012-12-20,2012,https://media.rawg.io/media/screenshots/e27/e2752ee3912a3d9c7224922efce79e60.jpg,3.63,,5,"PC, Apple Macintosh, Linux","Adventure, RPG, Indie","Tales of Maj’Eyal is a roguelike RPG, featuring tactical turn-based combat and advanced character building. Play as one of many unique races and classes in the lore-filled world of Eyal, exploring random dungeons, facing challenging battles, and developing characters with your own tailored mix of abilities and powers.With a modern graphical and customisable interface, intuitive mouse control, streamlined mechanics and deep, challenging combat, online stats and character sheets, Tales of Maj’Eyal offers engaging roguelike gameplay for the 21st century.Focus on randomly generated tactical battlesRich set of very unique classesUnlocks & achievements progressionRich world with its own history which slowly reveal during the gameNo consumables, no grindingTurn based: think before you act!Simple, easy to use interfaceEasy modding support with Workshop integrationBuyers will get all the extra features that normal donators get. You can test for free on te4.org"
11514,the-descendant,The Descendant,2016-03-24,2016,https://media.rawg.io/media/screenshots/36d/36d3861a6cdb4ae5b1ca44cec814be8b.jpg,2.22,59.0,3,"PC, Apple Macintosh","Adventure, Casual, Indie","THE DESCENDANT is a five part episodic adventure game series where the end of the world is only the start. After climate change wrecked the planet, a man-made extinction event wiped humankind off the face of the Earth. Only a few thousand ‘descendants of humanity’ were hand-picked to survive the apocalypse, cryogenically suspended in underground bunkers known as Arks.Centuries passed. The world recovered from the nuclear holocaust, and all the Arks reopened, except one — Ark-01.Taking place across two timelines, in the past you'll play as Mia, a janitor tasked with keeping the precious descendants housed within Ark-01 alive while the facility continually fails around her, and in the present, you'll play as Donnie, one of the investigators trying to rescue any surviving descendants trapped within, all while discovering a far greater conspiracy buried within the underground Ark complex.Every action and choice you make directly impacts who lives and who dies, leaving the fate of Ark-01, and mankind itself, in your hands. Will you save mankind? Or doom us all?Key featuresAn episodic adventure spreading across multiple story-rich timelinesInvestigative gameplay, challenging puzzles, tense action sequencesMeaningful and difficult choices with branching dialogueA tailored experience, full of tension and dramaEvery player choice can influence the future of mankind"
11548,renowned-explorers-international-society,Renowned Explorers: International Society,2015-09-01,2015,https://media.rawg.io/media/screenshots/7ef/7ef2cd4d298b227d05eb079cbf9d10f9_5kWg3sT.jpg,3.58,,5,"PC, Apple Macintosh, Linux","Adventure, RPG, Strategy, Indie","Renowned Explorers: International Society is a strategy adventure game set in a fictitious 19th century world. It introduces a unique attitude-based gameplay that challenges both your tactical and storytelling skills.Key Features Endless New Adventures - Explore the far corners of fictitious 19th century world in procedurally generated expeditions to Egypt, the Caribbean and much more. Compose your Crew - Choose 3 experts out of 20. Fighters are Aggressive but Speakers can solve tactical conflicts with Speech actions. Personality = Gameplay - Each conflict can be solved in different ways, depending on your crew's personality and strategy. 'Mood' is one of the most important gameplay elements. Fight them with Melee, Ranged and Area of Effect attacks, win them over using Cheers, Charms and Compliments, or scare them away by Insults, Taunts and Humiliation Optimize your Economy - Collect Insight, Research, Gold and Status on your expeditions. Use them to build economy and support for your next expedition. Vivid Stories - Find more than a hundred treasures in hundreds of visual events that adapt to the characters and have multiple outcomes. Build a reputation - Become a Diplomat, Aggressor or Manipulator. Go for Science, Wealth or Status. Fame is your goal, but the way there is entirely up to you. Permadeath? - In Adventure mode you cannot load after failure. Discovery mode lets you reload. Choose difficulties from Easy through Impossible to customize the challenge."
11553,business-tour,Business Tour,2016-10-06,2016,https://media.rawg.io/media/screenshots/f64/f6470e82e699c6f4d6e151ecaf13e256.jpg,2.79,,2,"PC, iOS, Apple Macintosh","Strategy, Board Games, Casual, Massively Multiplayer, Indie","""Business Tour"" simple and entertaining gameplay allows you to come up with many interesting strategies, come to agreements with your rivals and even enter into conspiracies against other players. Apart from that, the game helps you to reveal your inner entrepreneurial qualities. For precisely this reason, children and adults alike can enjoy this game equally. ""Business Tour"" allows you to play a classic tabletop game online with your friends. The main advantage of ""Business Tour"" is that it's easy to learn to play, but that doesn't mean it's easy to win. You'll have to use all your bravery and business acumen to defeat real opponents. Difficulty and unpredictability make the classic table-top game more interesting, and the gameplay more diverse. Key features: * Online multiplayer mode, 2-4 players * Offline multiplayer mode * Play with Bots * Trading Cards and Achievements * Worldwide leaderboard * Your favorite game is now online * Daily Tasks * Inventory"
